data_file,Texture,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,M1 stationarity p,M2 stationarity p
BrahmsConcertPart1_File20_c1_c2_GrangerOutput.txt,H,1.69998019223971,0.0115286869402808,1.14179543871015,0.275860662957523,0.01,0.01
BrahmsConcertPart1_File20_c1_c3_GrangerOutput.txt,H,1.07351737450289,0.361788452735905,1.67583023897213,0.0136073295602928,0.01,0.01
BrahmsConcertPart1_File20_c1_c4_GrangerOutput.txt,H,1.36199085323803,0.0947196687947266,2.05862904419337,0.000792967634746838,0.01,0.01
BrahmsConcertPart1_File20_c1_c5_GrangerOutput.txt,H,1.55906705307798,0.0294101724672826,1.94718103691726,0.00189450011646076,0.01,0.0193356238365641
BrahmsConcertPart1_File20_c2_c3_GrangerOutput.txt,H,1.06314953571588,0.3759653917905,1.80043226971426,0.00566269756855342,0.01,0.01
BrahmsConcertPart1_File20_c2_c4_GrangerOutput.txt,H,1.30788128624496,0.126343484412784,2.11119460879283,0.000520306629024799,0.01,0.01
BrahmsConcertPart1_File20_c2_c5_GrangerOutput.txt,H,0.798666439261281,0.771191226546779,1.81823060521432,0.00497544536326844,0.01,0.0193356238365641
BrahmsConcertPart1_File20_c3_c4_GrangerOutput.txt,H,1.4792179594472,0.0482578046026601,1.61034481932803,0.0211016511184445,0.01,0.01
BrahmsConcertPart1_File20_c3_c5_GrangerOutput.txt,H,1.64222781557721,0.0170772321038811,2.0564595331073,0.000806765318842805,0.01,0.0193356238365641
BrahmsConcertPart1_File20_c4_c5_GrangerOutput.txt,H,1.86187015305189,0.00360804776714173,1.37722905738116,0.087099397049482,0.01,0.0193356238365641
