concert,phrase,musician1,musician2,texture,pair,F_M1_M2,p_M1_M2,F_M2_M1,p_M2_M1,p_M1_M2_Bin,p_M2_M1_Bin,avgF
BrahmsConcertPart2,File11,c1,c2,P,c1_c2,1.7048317659286,0.0116710149115528,1.07376550570984,0.362499236748479,1,0,1.38929863581922
BrahmsConcertPart2,File11,c1,c3,P,c1_c3,1.06961241085517,0.368116006872835,1.55780343404148,0.03058899070583,0,1,1.31370792244832
BrahmsConcertPart2,File11,c1,c4,P,c1_c4,1.1544864591757,0.262881469936441,1.06424151970354,0.375444358612817,0,0,1.10936398943962
BrahmsConcertPart2,File11,c1,c5,P,c1_c5,1.06458834660505,0.374968957338256,1.26082171807684,0.161900613891182,0,0,1.16270503234094
BrahmsConcertPart2,File11,c2,c3,P,c2_c3,0.718077101501476,0.866470497151402,0.93411093856868,0.569243962243037,0,0,0.826094020035078
BrahmsConcertPart2,File11,c2,c4,P,c2_c4,1.58998542106016,0.0249437550187149,1.09539933749357,0.333975347452338,1,0,1.34269237927687
BrahmsConcertPart2,File11,c2,c5,P,c2_c5,1.13767871731507,0.282043216825129,0.623849347497404,0.943084010325899,0,0,0.880764032406237
BrahmsConcertPart2,File11,c3,c4,P,c3_c4,1.58468863479868,0.0258027169465265,0.989224113543578,0.484294664102705,1,0,1.28695637417113
BrahmsConcertPart2,File11,c3,c5,P,c3_c5,0.923072495359856,0.586413871323187,1.23500047726872,0.183234637029151,0,0,1.07903648631429
BrahmsConcertPart2,File11,c4,c5,P,c4_c5,1.50012980779664,0.043633610468713,1.30173365407868,0.132062695809097,1,0,1.40093173093766
